5	3	4.912	68.639
6	3	4.896	71.639
7	3	4.878	75.138
8	3	4.86	78.639
9	3	4.845	81.638
10	3	4.841	84.961
11	3	4.827	88.103
12	3	4.808	91.166
13	3	4.811	94.133
14	3	4.855	97.069
14	11	2.256	35.11
15	3	4.908	99.982
15	11	2.275	38.135
16	3	4.95	102.882
16	11	2.293	41.161
17	3	4.981	105.778
17	11	2.312	44.187
18	3	5.016	108.676
18	11	2.331	47.212
19	3	5.051	111.576
19	11	2.35	50.239
20	3	5.086	114.477
20	11	2.369	53.265
21	3	5.122	117.377
21	11	2.387	56.292
22	3	5.157	120.283
22	11	2.406	59.316
23	3	5.192	123.178
23	11	2.425	62.332
24	3	5.226	126.05
24	11	2.479	65.345
25	3	5.294	128.914
25	11	2.539	68.36
26	3	5.38	131.786
26	11	2.599	71.383
27	3	5.465	134.68
27	11	2.658	74.411
28	3	5.551	137.584
28	11	2.717	77.436
29	3	5.635	140.483
29	11	2.777	80.461
30	3	5.721	143.383
30	11	2.836	83.487
31	3	5.806	146.282
31	11	2.896	86.518
32	3	5.896	149.181
32	11	2.956	89.552
33	3	5.982	152.08
33	11	3.016	92.568
34	3	6.044	154.979
34	11	3.067	95.539
35	3	6.077	157.879
35	11	3.108	98.451
36	3	6.087	160.779
36	11	3.142	101.317
37	3	6.093	163.68
37	11	3.173	104.166
38	3	6.103	166.58
38	11	3.206	107.017
39	3	6.113	169.48
39	11	3.238	109.874
40	3	6.124	172.38
40	11	3.271	112.732
41	3	6.134	175.28
41	11	3.305	115.59
42	3	6.145	178.18
42	11	3.337	118.447
43	3	6.155	181.08
43	11	3.371	121.308
44	3	6.165	183.981
44	11	3.403	124.162
44	14	4.912	68.639
45	3	6.175	186.881
45	11	3.436	127.001
45	14	4.896	71.639
46	3	6.185	189.781
46	11	3.517	129.835
46	14	4.881	74.638
47	3	6.196	192.68
47	11	3.6	132.673
47	14	4.865	77.638
48	3	6.206	195.586
48	11	3.682	135.525
48	14	4.85	80.638
49	3	6.216	198.48
49	11	3.764	138.385
49	14	4.851	83.343
50	3	6.227	201.354
50	11	3.847	141.238
50	14	4.836	86.014
51	3	6.265	204.225
51	11	3.929	144.102
51	14	4.822	88.613
52	3	6.326	207.106
52	11	4.012	146.982
52	14	4.796	91.159
53	3	6.377	209.992
53	11	4.103	149.841
53	14	4.783	93.654
54	3	6.382	212.841
54	11	4.198	152.604
54	14	4.771	96.14
55	3	6.326	215.625
55	11	4.236	155.236
55	14	4.757	98.636
56	3	6.223	218.363
56	11	4.212	157.72
56	14	4.745	101.136
57	3	6.11	221.084
57	11	4.208	160.141
57	14	4.732	103.639
58	3	6.007	223.806
58	11	4.228	162.582
58	14	4.719	106.157
59	3	5.903	226.534
59	11	4.265	165.071
59	14	4.706	108.666
60	3	5.8	229.263
60	11	4.295	167.584
60	14	4.731	111.113
61	3	5.697	231.992
61	11	4.326	170.088
61	14	4.716	113.444
62	3	5.593	234.721
62	11	4.356	172.586
62	14	4.67	115.65
63	3	5.49	237.45
63	11	4.387	175.086
63	14	4.659	117.803
64	3	5.387	240.178
64	11	4.417	177.586
64	14	4.633	119.995
65	3	5.284	242.907
65	11	4.447	180.085
65	14	4.623	122.268
66	3	5.181	245.635
66	11	4.478	182.585
66	14	4.611	124.634
67	3	5.077	248.364
67	11	4.508	185.085
67	14	4.612	127.082
68	3	4.974	251.093
68	11	4.538	187.585
68	14	4.643	129.564
69	3	4.871	253.819
69	11	4.569	190.085
69	14	4.686	132.019
69	24	4.481	66.143
70	3	4.767	256.56
70	11	4.599	192.584
70	14	4.701	134.394
70	24	4.465	69.142
71	3	4.664	259.314
71	11	4.63	195.088
71	14	4.729	136.721
71	24	4.45	72.143
72	3	4.586	261.998
72	11	4.661	197.583
72	14	4.745	139.089
72	24	4.435	75.143
73	3	4.526	264.483
73	11	4.691	200.069
73	14	4.788	141.536
73	24	4.42	78.142
74	3	4.46	266.804
74	11	4.72	202.561
74	14	4.819	144.039
74	24	4.404	81.14
75	3	4.416	268.967
75	11	4.804	205.04
75	14	4.849	146.554
75	24	4.389	84.144
76	3	4.427	270.917
76	11	4.942	207.447
76	14	4.88	149.057
76	24	4.373	87.162
77	3	4.557	272.855
77	11	5.005	209.701
77	14	4.91	151.556
77	24	4.357	90.173
78	3	4.696	274.841
78	11	5.053	211.836
78	14	4.94	154.054
78	24	4.38	93.123
79	3	4.826	276.861
79	11	5.043	213.817
79	14	4.971	156.558
79	24	4.381	95.93
80	3	4.959	278.871
80	11	5.033	215.722
80	14	5.001	159.072
80	24	4.352	98.623
81	3	5.125	280.815
81	11	5.034	217.619
81	14	5.032	161.576
81	24	4.301	101.172
82	3	5.259	282.618
82	11	5.034	219.533
82	14	5.075	164.039
82	24	4.288	103.662
83	3	5.353	284.308
83	11	5.034	221.452
83	14	5.104	166.422
83	24	4.275	106.144
84	3	5.409	285.84
84	11	5.035	223.37
84	14	5.134	168.705
84	24	4.262	108.64
85	3	5.516	287.313
85	11	5.035	225.287
85	14	5.146	170.906
85	24	4.25	111.142
86	3	5.612	288.827
86	11	5.036	227.205
86	14	5.171	173.054
86	24	4.236	113.642
87	3	5.688	290.458
87	11	5.037	229.122
87	14	5.198	175.217
87	24	4.224	116.142
88	3	5.774	292.222
88	11	5.037	231.039
88	14	5.224	177.436
88	24	4.211	118.642
89	3	5.852	294.098
89	11	5.037	232.957
89	14	5.252	179.686
89	24	4.198	121.146
90	2	38.05	73.328
90	3	5.858	296.033
90	9	49.003	59.003
90	11	5.038	234.874
90	14	5.296	181.908
90	24	4.185	123.642
91	2	38.033	76.828
91	3	5.873	297.983
91	9	49.001	61.853
91	11	5.039	236.791
91	14	5.351	184.034
91	24	4.173	126.12
92	2	38.014	80.328
92	3	5.889	299.923
92	9	49.02	64.045
92	11	5.038	238.709
92	14	5.405	186.036
92	24	4.186	128.589
93	2	37.999	83.327
93	3	5.904	301.856
93	9	49.055	66.895
93	11	5.039	240.626
93	14	5.432	187.918
93	24	4.217	131.071
94	2	37.981	86.828
94	3	5.919	303.791
94	9	49.091	69.745
94	11	5.039	242.543
94	14	5.453	189.685
94	24	4.247	133.582
95	2	37.963	90.314
95	3	5.934	305.726
95	9	49.126	72.596
95	11	5.04	244.461
95	14	5.447	191.38
95	24	4.279	136.09
95	29	3.968	71.699
96	2	37.983	93.794
96	3	5.949	307.661
96	9	49.162	75.446
96	11	5.04	246.378
96	14	5.425	193.049
96	24	4.321	138.536
96	29	3.952	74.699
97	2	37.963	97.131
97	3	5.964	309.597
97	9	49.196	78.297
97	11	5.041	248.295
97	14	5.412	194.723
97	24	4.337	140.905
97	29	3.936	77.698
98	2	37.911	100.341
98	3	5.979	311.532
98	9	49.243	81.149
98	11	5.041	250.212
98	14	5.4	196.406
98	24	4.365	143.249
98	29	3.921	80.699
99	2	37.895	103.492
99	3	5.994	313.467
99	9	49.279	83.998
99	11	5.041	252.13
99	14	5.386	198.095
99	24	4.394	145.632
99	29	3.906	83.699
100	2	37.864	106.68
100	3	6.01	315.4
100	9	49.256	86.835
100	11	5.042	254.047
100	14	5.374	199.775
100	24	4.437	148.033
100	29	3.891	86.555
101	2	37.849	109.958
101	3	6.025	317.337
101	9	49.157	89.657
101	11	5.043	255.964
101	14	5.361	201.435
101	24	4.505	150.354
101	29	3.876	89.403
102	2	37.832	113.343
102	3	6.039	319.283
102	9	48.999	92.467
102	11	5.042	257.879
102	14	5.361	203.089
102	24	4.491	152.533
102	29	3.862	92.229
103	2	37.827	116.823
103	3	6.085	321.223
103	9	48.831	95.274
103	11	5.043	259.801
103	14	5.372	204.75
103	24	4.503	154.632
103	29	3.882	95.006
104	2	37.809	120.333
104	3	6.071	323.123
104	9	48.674	98.082
104	11	5.044	261.74
104	14	5.383	206.429
104	24	4.53	156.748
104	29	3.871	97.673
105	2	37.79	123.738
105	3	5.927	324.965
105	9	48.516	100.891
105	11	5.045	263.677
105	14	5.394	208.117
105	24	4.556	158.903
105	29	3.82	100.227
106	2	37.773	127.016
106	3	5.734	326.777
106	9	48.359	103.699
106	11	5.097	265.461
106	14	5.405	209.8
106	24	4.595	161.034
106	29	3.808	102.718
107	2	37.814	130.282
107	3	5.591	328.618
107	9	48.201	106.508
107	11	5.092	267.101
107	14	5.415	211.484
107	24	4.607	163.088
107	29	3.795	105.2
108	2	37.858	133.654
108	3	5.577	330.518
108	9	48.044	109.317
108	11	5.09	268.613
108	14	5.426	213.168
108	24	4.631	165.084
108	29	3.782	107.697
109	2	37.9	137.151
109	3	5.623	332.457
109	9	47.887	112.125
109	11	5.077	269.938
109	14	5.437	214.852
109	24	4.655	167.069
109	29	3.769	110.198
110	2	37.943	140.672
110	3	5.637	334.403
110	9	47.73	114.934
110	11	5.111	271.236
110	14	5.449	216.535
110	24	4.679	169.065
110	29	3.757	112.698
111	2	37.985	144.172
111	3	5.653	336.341
111	6	26.399	71.249
111	9	47.572	117.743
111	11	5.146	272.543
